Date/Time,Temp,Dew Point Temp,Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-03-01 00:00:00,-5.5,-9.7,72,24,4.0,100.97,Snow
2012-03-01 01:00:00,-5.7,-8.7,79,26,2.4,100.87,Snow
2012-03-01 02:00:00,-5.4,-8.3,80,28,4.8,100.8,Snow
2012-03-01 03:00:00,-4.7,-7.7,79,28,4.0,100.69,Snow
2012-03-01 04:00:00,-5.4,-7.8,83,35,1.6,100.62,Snow
2012-03-01 05:00:00,-5.3,-7.9,82,33,2.4,100.58,Snow
2012-03-01 06:00:00,-5.2,-7.8,82,33,4.0,100.57,Snow
2012-03-01 07:00:00,-4.9,-7.4,83,30,1.6,100.59,Snow
2012-03-01 08:00:00,-5.0,-7.5,83,32,1.2,100.59,Snow
2012-03-01 09:00:00,-4.9,-7.5,82,32,1.6,100.6,Snow
2012-03-01 10:00:00,-4.7,-7.3,82,32,1.2,100.62,Snow
2012-03-01 11:00:00,-4.4,-6.8,83,28,1.0,100.66,Snow
2012-03-01 12:00:00,-4.3,-6.8,83,30,1.2,100.66,Snow
2012-03-01 13:00:00,-4.3,-6.9,82,28,1.2,100.65,Snow
2012-03-01 14:00:00,-3.9,-6.6,81,28,1.2,100.67,Snow
2012-03-01 15:00:00,-3.3,-6.2,80,24,1.6,100.71,Snow
2012-03-01 16:00:00,-2.7,-5.7,80,19,2.4,100.74,Snow
2012-03-01 17:00:00,-2.9,-5.9,80,20,4.0,100.8,Snow
2012-03-01 18:00:00,-3.0,-6.0,80,19,4.0,100.87,Snow
2012-03-01 19:00:00,-3.6,-6.4,81,17,3.2,100.93,Snow
2012-03-01 20:00:00,-3.7,-6.4,81,20,4.8,100.95,Snow
2012-03-01 21:00:00,-3.9,-6.7,81,22,6.4,100.98,Snow
2012-03-01 22:00:00,-4.3,-6.9,82,22,2.4,101.0,Snow
2012-03-01 23:00:00,-4.3,-7.1,81,22,4.8,101.04,Snow
2012-03-02 00:00:00,-4.8,-7.3,83,22,3.2,101.04,Snow
2012-03-02 01:00:00,-5.3,-7.9,82,20,4.8,101.09,Snow
2012-03-02 02:00:00,-5.2,-7.8,82,19,6.4,101.11,Snow
2012-03-02 03:00:00,-5.5,-7.9,83,19,4.8,101.15,Snow
2012-03-02 04:00:00,-5.6,-8.2,82,24,6.4,101.15,Snow
2012-03-02 05:00:00,-5.5,-8.3,81,19,12.9,101.15,Snow
2012-03-02 06:00:00,-5.6,-8.6,79,19,16.1,101.14,Snow
2012-03-02 07:00:00,-5.7,-8.7,79,22,24.1,101.17,Cloudy
2012-03-02 08:00:00,-5.7,-8.8,79,17,24.1,101.2,Snow
2012-03-02 09:00:00,-6.1,-8.4,84,13,2.0,101.19,Snow
2012-03-02 10:00:00,-5.9,-8.3,83,15,4.0,101.22,Snow
2012-03-02 11:00:00,-5.5,-7.5,86,15,2.8,101.21,Snow
2012-03-02 12:00:00,-5.2,-7.1,86,13,2.4,101.18,"Freezing Drizzle,Snow"
2012-03-02 13:00:00,-4.6,-6.5,87,13,4.8,101.09,Snow
2012-03-02 14:00:00,-4.1,-6.1,86,15,8.0,101.03,Fog
2012-03-02 15:00:00,-3.3,-5.7,83,15,11.3,100.98,Cloudy
2012-03-02 16:00:00,-2.9,-5.3,83,15,11.3,100.93,Cloudy
2012-03-02 17:00:00,-2.7,-5.1,84,15,12.9,100.89,Cloudy
2012-03-02 18:00:00,-2.4,-4.8,84,20,12.9,100.81,Cloudy
2012-03-02 19:00:00,-1.8,-4.2,84,17,16.1,100.75,Cloudy
2012-03-02 20:00:00,-2.3,-4.7,84,15,16.1,100.74,Cloudy
2012-03-02 21:00:00,-1.4,-4.0,82,15,19.3,100.62,Cloudy
2012-03-02 22:00:00,0.2,-4.2,72,13,25.0,100.49,Cloudy
2012-03-02 23:00:00,0.5,-3.6,74,17,25.0,100.29,Cloudy
2012-03-03 00:00:00,1.0,-3.2,73,22,25.0,100.12,Cloudy
2012-03-03 01:00:00,1.2,-2.8,75,19,25.0,99.96,Snow
2012-03-03 02:00:00,-0.6,-2.9,84,19,2.4,99.75,Snow
2012-03-03 03:00:00,-0.3,-2.4,86,22,2.8,99.55,Snow
2012-03-03 04:00:00,0.3,-1.7,86,24,11.3,99.4,"Snow,Ice Pellets"
2012-03-03 05:00:00,0.8,-1.5,85,41,19.3,99.18,Cloudy
2012-03-03 06:00:00,1.5,-1.6,80,43,25.0,99.02,Mainly Clear
2012-03-03 07:00:00,2.0,-1.6,77,41,24.1,98.89,Mostly Cloudy
2012-03-03 08:00:00,2.7,-1.5,74,32,24.1,98.79,Mostly Cloudy
2012-03-03 09:00:00,3.0,-1.0,75,37,24.1,98.7,Cloudy
2012-03-03 10:00:00,3.7,0.4,79,15,24.1,98.86,Cloudy
2012-03-03 11:00:00,4.0,-0.7,71,32,24.1,98.82,Rain Showers
2012-03-03 12:00:00,5.2,-3.0,55,37,48.3,98.82,Mostly Cloudy
2012-03-03 13:00:00,5.8,-4.0,49,50,48.3,98.73,Mostly Cloudy
2012-03-03 14:00:00,6.5,-5.5,42,48,48.3,98.68,Mostly Cloudy
2012-03-03 15:00:00,5.3,-5.6,45,57,24.1,98.67,Mostly Cloudy
2012-03-03 16:00:00,5.0,-5.0,48,63,48.3,98.67,Mainly Clear
2012-03-03 17:00:00,4.3,-4.9,51,57,48.3,98.71,Mainly Clear
2012-03-03 18:00:00,3.7,-4.3,56,48,25.0,98.82,Mostly Cloudy
2012-03-03 19:00:00,3.4,-4.0,58,44,25.0,98.92,Mainly Clear
2012-03-03 20:00:00,3.2,-3.9,60,50,25.0,98.96,Mainly Clear
2012-03-03 21:00:00,2.9,-3.6,62,46,25.0,98.98,Snow
2012-03-03 22:00:00,2.8,-3.4,64,57,25.0,99.07,Snow
2012-03-03 23:00:00,2.3,-3.1,67,33,25.0,99.18,Snow
2012-03-04 00:00:00,0.5,-4.8,68,32,25.0,99.34,Mostly Cloudy
2012-03-04 01:00:00,-0.8,-6.0,68,24,25.0,99.46,Mostly Cloudy
2012-03-04 02:00:00,-1.8,-7.8,64,26,25.0,99.56,Mostly Cloudy
2012-03-04 03:00:00,-2.1,-8.2,63,19,25.0,99.63,Mostly Cloudy
2012-03-04 04:00:00,-2.9,-9.0,63,20,25.0,99.7,Mostly Cloudy
2012-03-04 05:00:00,-4.3,-10.5,62,19,25.0,99.77,Cloudy
2012-03-04 06:00:00,-4.8,-11.6,59,17,25.0,99.84,Mostly Cloudy
2012-03-04 07:00:00,-5.7,-12.6,58,22,24.1,99.88,Mostly Cloudy
2012-03-04 08:00:00,-5.9,-13.8,54,13,24.1,99.97,Mostly Cloudy
2012-03-04 09:00:00,-6.3,-13.5,57,15,24.1,99.95,Cloudy
2012-03-04 10:00:00,-6.3,-13.5,57,17,24.1,99.95,Cloudy
2012-03-04 11:00:00,-6.5,-14.0,55,17,24.1,99.96,Cloudy
2012-03-04 12:00:00,-5.8,-12.9,57,19,48.3,99.95,Mostly Cloudy
2012-03-04 13:00:00,-5.5,-12.8,56,19,48.3,99.88,Mainly Clear
2012-03-04 14:00:00,-5.7,-13.4,55,19,48.3,99.9,Mostly Cloudy
2012-03-04 15:00:00,-5.6,-13.5,54,22,48.3,99.9,Mostly Cloudy
2012-03-04 16:00:00,-5.5,-13.3,54,20,48.3,99.93,Mainly Clear
2012-03-04 17:00:00,-6.9,-14.6,54,22,48.3,99.94,Mainly Clear
2012-03-04 18:00:00,-7.9,-15.7,53,28,25.0,100.04,Mainly Clear
2012-03-04 19:00:00,-7.9,-15.5,54,22,25.0,100.09,Mostly Cloudy
2012-03-04 20:00:00,-8.5,-14.6,61,24,25.0,100.13,Cloudy
2012-03-04 21:00:00,-9.0,-13.7,69,15,25.0,100.18,Snow Showers
2012-03-04 22:00:00,-10.1,-15.5,65,17,25.0,100.21,Cloudy
2012-03-04 23:00:00,-11.1,-16.3,65,24,25.0,100.23,Mostly Cloudy
2012-03-05 00:00:00,-12.4,-17.4,66,19,25.0,100.26,Mainly Clear
2012-03-05 01:00:00,-13.6,-18.5,66,24,25.0,100.33,Mainly Clear
2012-03-05 02:00:00,-14.5,-22.3,52,24,25.0,100.39,Clear
2012-03-05 03:00:00,-15.0,-21.5,58,22,25.0,100.47,Clear
2012-03-05 04:00:00,-15.5,-21.9,58,26,25.0,100.55,Clear
2012-03-05 05:00:00,-15.9,-22.1,59,20,25.0,100.69,Clear
2012-03-05 06:00:00,-16.2,-22.6,58,26,24.1,100.77,Mostly Cloudy
2012-03-05 07:00:00,-16.2,-22.3,59,22,24.1,100.88,Mostly Cloudy
2012-03-05 08:00:00,-15.7,-22.5,56,24,24.1,101.0,Mostly Cloudy
2012-03-05 09:00:00,-15.1,-22.1,55,24,24.1,101.11,Mostly Cloudy
2012-03-05 10:00:00,-14.4,-21.5,55,26,24.1,101.21,Mostly Cloudy
2012-03-05 11:00:00,-13.4,-20.7,54,26,48.3,101.31,Mostly Cloudy
2012-03-05 12:00:00,-12.2,-19.9,53,6,48.3,101.39,Mostly Cloudy
2012-03-05 13:00:00,-11.3,-19.5,51,24,48.3,101.46,Mostly Cloudy
2012-03-05 14:00:00,-10.8,-19.8,47,28,48.3,101.55,Mostly Cloudy
2012-03-05 15:00:00,-10.0,-18.6,49,30,48.3,101.64,Mostly Cloudy
2012-03-05 16:00:00,-9.9,-18.9,48,26,48.3,101.73,Mostly Cloudy
2012-03-05 17:00:00,-9.5,-18.8,47,24,48.3,101.82,Mainly Clear
2012-03-05 18:00:00,-9.8,-19.0,47,22,25.0,101.9,Mainly Clear
2012-03-05 19:00:00,-10.1,-19.1,48,20,25.0,102.01,Clear
2012-03-05 20:00:00,-10.5,-19.2,49,17,25.0,102.11,Mainly Clear
2012-03-05 21:00:00,-11.0,-19.6,49,17,25.0,102.23,Clear
2012-03-05 22:00:00,-11.6,-20.2,49,15,25.0,102.29,Clear
2012-03-05 23:00:00,-12.6,-20.3,53,11,25.0,102.34,Clear
2012-03-06 00:00:00,-13.4,-20.5,55,11,25.0,102.41,Clear
2012-03-06 01:00:00,-13.4,-20.3,56,11,25.0,102.5,Clear
2012-03-06 02:00:00,-13.7,-20.7,55,4,25.0,102.55,Clear
2012-03-06 03:00:00,-14.8,-21.1,59,9,25.0,102.61,Clear
2012-03-06 04:00:00,-14.5,-21.1,57,9,25.0,102.7,Clear
2012-03-06 05:00:00,-14.6,-21.0,58,13,25.0,102.85,Clear
2012-03-06 06:00:00,-15.3,-21.3,60,11,24.1,102.9,Clear
2012-03-06 07:00:00,-14.8,-20.7,61,11,48.3,103.0,Clear
2012-03-06 08:00:00,-13.0,-19.4,59,0,48.3,103.06,Clear
2012-03-06 09:00:00,-11.3,-19.1,52,6,48.3,103.1,Clear
2012-03-06 10:00:00,-10.0,-16.8,57,9,48.3,103.12,Mainly Clear
2012-03-06 11:00:00,-9.0,-17.8,49,15,48.3,103.12,Mainly Clear
2012-03-06 12:00:00,-7.8,-15.3,55,13,48.3,103.09,Mainly Clear
2012-03-06 13:00:00,-6.7,-16.0,48,9,48.3,103.01,Mainly Clear
2012-03-06 14:00:00,-5.8,-15.8,45,9,48.3,102.98,Mainly Clear
2012-03-06 15:00:00,-5.3,-15.7,44,6,48.3,102.96,Mainly Clear
2012-03-06 16:00:00,-4.9,-16.2,41,11,48.3,102.94,Mainly Clear
2012-03-06 17:00:00,-4.8,-15.1,44,6,48.3,102.9,Mainly Clear
2012-03-06 18:00:00,-6.3,-14.6,52,6,48.3,102.84,Mainly Clear
2012-03-06 19:00:00,-5.4,-13.4,53,11,25.0,102.81,Mostly Cloudy
2012-03-06 20:00:00,-5.3,-13.6,52,9,25.0,102.72,Mainly Clear
2012-03-06 21:00:00,-5.4,-14.4,49,9,25.0,102.69,Mostly Cloudy
2012-03-06 22:00:00,-5.0,-15.1,45,9,25.0,102.59,Mostly Cloudy
2012-03-06 23:00:00,-4.5,-15.7,41,6,25.0,102.55,Mostly Cloudy
2012-03-07 00:00:00,-3.6,-13.3,47,6,25.0,102.44,Mostly Cloudy
2012-03-07 01:00:00,-3.9,-11.3,56,9,25.0,102.46,Mostly Cloudy
2012-03-07 02:00:00,-5.7,-11.9,62,17,25.0,102.37,Cloudy
2012-03-07 03:00:00,-5.3,-11.6,61,13,25.0,102.22,Cloudy
2012-03-07 04:00:00,-5.2,-11.2,63,15,25.0,102.16,Cloudy
2012-03-07 05:00:00,-5.3,-11.2,63,17,25.0,102.13,Mostly Cloudy
2012-03-07 06:00:00,-4.3,-10.3,63,15,24.1,101.98,Cloudy
2012-03-07 07:00:00,-3.9,-9.2,67,11,48.3,101.92,Cloudy
2012-03-07 08:00:00,-4.6,-9.5,69,11,48.3,101.91,Mostly Cloudy
2012-03-07 09:00:00,-2.5,-7.7,67,11,24.1,101.85,Clear
2012-03-07 10:00:00,-0.1,-6.5,62,6,24.1,101.76,Clear
2012-03-07 11:00:00,3.0,-4.7,57,6,24.1,101.67,Mainly Clear
2012-03-07 12:00:00,6.4,-3.6,49,4,24.1,101.58,Mainly Clear
2012-03-07 13:00:00,8.9,-4.4,39,13,24.1,101.49,Mainly Clear
2012-03-07 14:00:00,9.3,-4.1,39,13,24.1,101.41,Mainly Clear
2012-03-07 15:00:00,9.7,-2.7,42,13,24.1,101.36,Mainly Clear
2012-03-07 16:00:00,11.4,-2.3,38,15,24.1,101.31,Mostly Cloudy
2012-03-07 17:00:00,9.9,-1.9,44,9,24.1,101.25,Mostly Cloudy
2012-03-07 18:00:00,5.5,-1.6,60,7,24.1,101.25,Mainly Clear
2012-03-07 19:00:00,6.0,-1.8,57,11,25.0,101.22,Mostly Cloudy
2012-03-07 20:00:00,7.6,-2.1,50,20,25.0,101.18,Mostly Cloudy
2012-03-07 21:00:00,6.8,-2.1,53,22,25.0,101.16,Mostly Cloudy
2012-03-07 22:00:00,6.0,-1.7,58,17,25.0,101.12,Cloudy
2012-03-07 23:00:00,4.8,-1.7,63,15,25.0,101.05,Cloudy
2012-03-08 00:00:00,6.2,-1.5,58,20,25.0,100.98,Cloudy
2012-03-08 01:00:00,5.5,-1.4,61,11,25.0,100.92,Cloudy
2012-03-08 02:00:00,7.9,-1.2,53,17,25.0,100.81,Mostly Cloudy
2012-03-08 03:00:00,10.1,-0.9,46,24,25.0,100.69,Mostly Cloudy
2012-03-08 04:00:00,10.0,-0.7,47,28,25.0,100.64,Mostly Cloudy
2012-03-08 05:00:00,5.7,-0.8,63,19,25.0,100.57,Mostly Cloudy
2012-03-08 06:00:00,7.6,-0.4,57,19,24.1,100.52,Cloudy
2012-03-08 07:00:00,10.3,0.8,52,26,48.3,100.47,Cloudy
2012-03-08 08:00:00,6.7,0.2,63,19,48.3,100.39,Cloudy
2012-03-08 09:00:00,10.2,1.6,55,26,48.3,100.29,Cloudy
2012-03-08 10:00:00,12.1,2.9,53,30,24.1,100.22,Cloudy
2012-03-08 11:00:00,12.7,3.8,55,26,24.1,100.13,Cloudy
2012-03-08 12:00:00,11.7,4.0,59,20,24.1,100.08,Rain
2012-03-08 13:00:00,11.5,5.2,65,20,24.1,99.99,Cloudy
2012-03-08 14:00:00,11.7,5.9,68,26,24.1,99.88,Cloudy
2012-03-08 15:00:00,11.7,6.6,71,37,19.3,99.82,Rain
2012-03-08 16:00:00,11.6,6.4,70,32,24.1,99.75,Rain
2012-03-08 17:00:00,11.3,6.9,74,37,19.3,99.66,Rain
2012-03-08 18:00:00,10.5,7.8,83,46,6.4,99.64,Rain
2012-03-08 19:00:00,6.1,3.2,82,30,16.1,99.78,Rain
2012-03-08 20:00:00,5.0,1.6,79,41,25.0,99.9,Rain
2012-03-08 21:00:00,3.7,1.0,82,41,12.9,100.04,Rain
2012-03-08 22:00:00,2.0,-0.5,83,46,9.7,100.13,"Rain,Fog"
2012-03-08 23:00:00,0.8,-1.4,85,35,2.4,100.25,Snow
2012-03-09 00:00:00,-0.1,-2.0,87,28,2.8,100.33,Snow
2012-03-09 01:00:00,0.0,-3.7,76,22,25.0,100.41,Mostly Cloudy
2012-03-09 02:00:00,-1.2,-6.6,67,20,25.0,100.62,Mainly Clear
2012-03-09 03:00:00,-2.6,-8.5,64,24,25.0,100.81,Mainly Clear
2012-03-09 04:00:00,-3.9,-8.7,69,11,25.0,100.97,Mainly Clear
2012-03-09 05:00:00,-3.9,-9.1,67,20,25.0,101.13,Mainly Clear
2012-03-09 06:00:00,-4.3,-9.0,70,15,25.0,101.26,Mainly Clear
2012-03-09 07:00:00,-5.0,-9.7,70,15,24.1,101.31,Clear
2012-03-09 08:00:00,-4.7,-10.2,65,15,24.1,101.41,Clear
2012-03-09 09:00:00,-4.0,-9.5,66,20,24.1,101.46,Clear
2012-03-09 10:00:00,-3.7,-10.1,61,19,48.3,101.48,Mainly Clear
2012-03-09 11:00:00,-3.0,-10.0,58,17,48.3,101.47,Mainly Clear
2012-03-09 12:00:00,-2.1,-8.5,62,20,48.3,101.44,Mainly Clear
2012-03-09 13:00:00,-1.5,-8.8,57,15,48.3,101.42,Mainly Clear
2012-03-09 14:00:00,-1.0,-7.6,61,19,48.3,101.43,Mainly Clear
2012-03-09 15:00:00,-1.1,-7.9,60,17,48.3,101.45,Mostly Cloudy
2012-03-09 16:00:00,-0.7,-8.4,56,11,48.3,101.44,Mostly Cloudy
2012-03-09 17:00:00,-0.9,-7.9,59,7,48.3,101.47,Mostly Cloudy
2012-03-09 18:00:00,-2.0,-8.7,60,7,25.0,101.52,Mainly Clear
2012-03-09 19:00:00,-2.6,-8.2,65,4,25.0,101.57,Mostly Cloudy
2012-03-09 20:00:00,-2.0,-9.0,59,4,25.0,101.61,Mostly Cloudy
2012-03-09 21:00:00,-1.9,-8.6,60,6,25.0,101.63,Mostly Cloudy
2012-03-09 22:00:00,-2.2,-8.9,60,7,25.0,101.64,Mostly Cloudy
2012-03-09 23:00:00,-2.6,-8.6,63,6,25.0,101.68,Cloudy
2012-03-10 00:00:00,-2.2,-8.7,61,4,25.0,101.77,Cloudy
2012-03-10 01:00:00,-2.7,-8.6,64,15,25.0,101.89,Cloudy
2012-03-10 02:00:00,-3.8,-10.6,59,19,25.0,102.01,Cloudy
2012-03-10 03:00:00,-4.1,-12.7,51,24,25.0,102.1,Cloudy
2012-03-10 04:00:00,-5.7,-13.1,56,26,25.0,102.27,Mainly Clear
2012-03-10 05:00:00,-6.4,-14.0,55,20,25.0,102.42,Mainly Clear
2012-03-10 06:00:00,-6.8,-14.1,56,26,24.1,102.6,Mostly Cloudy
2012-03-10 07:00:00,-7.1,-14.6,55,20,48.3,102.73,Mainly Clear
2012-03-10 08:00:00,-6.8,-14.6,54,19,48.3,102.84,Mainly Clear
2012-03-10 09:00:00,-6.3,-14.1,54,15,48.3,102.95,Mostly Cloudy
2012-03-10 10:00:00,-6.1,-14.5,51,6,48.3,103.01,Mainly Clear
2012-03-10 11:00:00,-4.0,-13.2,49,0,48.3,103.02,Mainly Clear
2012-03-10 12:00:00,-4.1,-12.1,54,7,48.3,102.99,Clear
2012-03-10 13:00:00,-3.2,-11.3,53,7,48.3,102.89,Mainly Clear
2012-03-10 14:00:00,-2.6,-11.1,52,15,48.3,102.84,Mostly Cloudy
2012-03-10 15:00:00,-2.7,-10.2,56,11,48.3,102.75,Mostly Cloudy
2012-03-10 16:00:00,-1.8,-10.3,52,13,48.3,102.71,Mainly Clear
2012-03-10 17:00:00,-1.6,-10.0,53,17,48.3,102.68,Mainly Clear
2012-03-10 18:00:00,-2.1,-10.1,54,9,25.0,102.66,Mainly Clear
2012-03-10 19:00:00,-1.9,-9.4,56,9,25.0,102.67,Mainly Clear
2012-03-10 20:00:00,-2.3,-8.0,65,11,25.0,102.6,Mostly Cloudy
2012-03-10 21:00:00,-2.3,-8.1,64,11,25.0,102.54,Mostly Cloudy
2012-03-10 22:00:00,-2.0,-7.1,68,11,25.0,102.5,Snow Showers
2012-03-10 23:00:00,-1.7,-7.1,67,7,25.0,102.45,Cloudy
